Movie	Worldwide	India Net	India Gross	Overseas	Budget	Verdict
Pathaan	10500000000	5240000000	6570000000	3920000000	2500000000	All Time Blockbuster
Baahubali 2 The Conclusion	17880000000	5100000000	14160000000	3710000000	2500000000	All Time Blockbuster
KGF Chapter 2	12080000000	4350000000	10000000000	2070000000	1000000000	All Time Blockbuster
Dangal	20700000000	3740000000	5350000000	15350000000	700000000	All Time Blockbuster
Sanju	5880000000	3420000000	4380000000	1500000000	1000000000	All Time Blockbuster
PK	7920000000	3400000000	4890000000	3030000000	850000000	All Time Blockbuster
Tiger Zinda Hai	5580000000	3390000000	4330000000	1240000000	2100000000	Blockbuster
Bajrangi Bhaijaan	9220000000	3200000000	4320000000	4890000000	900000000	All Time Blockbuster
War	4710000000	3030000000	3750000000	960000000	1500000000	Blockbuster
Padmaavat	5850000000	3020000000	4000000000	1850000000	2150000000	Blockbuster
Sultan	6270000000	3000000000	4210000000	2060000000	800000000	Blockbuster
Kabir Singh	3770000000	2780000000	3300000000	470000000	550000000	All Time Blockbuster
Tanhaji: The Unsung Warrior	3610000000	2770000000	3250000000	360000000	1500000000	Blockbuster
RRR	12300000000	2720000000	9150000000	3140000000	5500000000	Blockbuster
Dhoom 3	5580000000	2710000000	3720000000	1860000000	1750000000	All Time Blockbuster
The Kashmir Files	3410000000	2520000000	2950000000	460000000	200000000	All Time Blockbuster
Brahmastra Part One: Shiva	4310000000	2490000000	3180000000	1130000000	3500000000	Hit
URI The Surgical Strike	3410000000	2440000000	2930000000	480000000	700000000	All Time Blockbuster
Simmba	3900000000	2400000000	2950000000	950000000	900000000	Blockbuster
Drishyam 2	3420000000	2390000000	2820000000	590000000	500000000	All Time Blockbuster
Kick	3780000000	2310000000	3100000000	680000000	1000000000	SuperHit
Krrish 3	3740000000	2310000000	3130000000	610000000	940000000	Blockbuster
Chennai Express	4220000000	2270000000	3100000000	1120000000	1150000000	SuperHit
Bharat	3210000000	2120000000	2510000000	700000000	1650000000	Hit
Housefull 4	2960000000	2100000000	2470000000	490000000	1750000000	SuperHit
Prem Ratan Dhan Payo	4050000000	2100000000	3100000000	950000000	1800000000	SuperHit
Golmaal Again	3080000000	2050000000	2620000000	450000000	800000000	Blockbuster
Good Newwz	3160000000	2050000000	2420000000	740000000	600000000	Blockbuster
Mission Mangal	2900000000	2030000000	2360000000	540000000	400000000	Blockbuster
3 Idiots	4600000000	2020000000	2740000000	1860000000	550000000	All Time Blockbuster
Happy New Year	3970000000	1990000000	2950000000	1020000000	1500000000	Hit
Ek Tha Tiger	3200000000	1980000000	2630000000	570000000	750000000	Blockbuster
Sooryavanshi	2930000000	1950000000	2300000000	620000000	1800000000	SuperHit
2	7440000000	1900000000	5510000000	1930000000	5430000000	Average
Yeh Jawaani Hai Deewani	3180000000	1880000000	2420000000	760000000	750000000	Blockbuster
Bhool Bhulaiyaa 2	2650000000	1840000000	2160000000	490000000	800000000	Blockbuster
Bajirao Mastani	3620000000	1840000000	2630000000	990000000	1450000000	Hit
Bang Bang!	3400000000	1740000000	2700000000	700000000	1600000000	Hit
Race 3	3000000000	1690000000	2170000000	830000000	1700000000	Average
Baaghi 2	2570000000	1650000000	2110000000	450000000	750000000	Blockbuster
Raees	2850000000	1640000000	2270000000	570000000	920000000	Hit
Kesari	2080000000	1550000000	1830000000	250000000	1000000000	Hit
Total Dhamaal	2320000000	1550000000	1830000000	480000000	1050000000	SuperHit
Dabangg 2	2650000000	1550000000	2260000000	390000000	840000000	Blockbuster
Chhichhore	2110000000	1530000000	1800000000	310000000	700000000	Blockbuster
Tanu Weds Manu Returns	2580000000	1500000000	2140000000	440000000	390000000	Blockbuster
Bodyguard	2300000000	1480000000	1890000000	410000000	600000000	Blockbuster
Dilwale	3880000000	1480000000	2120000000	1760000000	1650000000	Average
Super 30	2100000000	1470000000	1710000000	390000000	600000000	SuperHit
Tu Jhoothi Main Makkar	2230000000	1470000000	1750000000	480000000	700000000	Hit
Dabangg 3	2180000000	1460000000	1780000000	400000000	900000000	Average
Saaho	4510000000	1450000000	3590000000	920000000	3500000000	Below Average
Thugs Of Hindostan	3270000000	1450000000	1940000000	1330000000	3000000000	Disaster
Dream Girl	1950000000	1410000000	1630000000	320000000	300000000	SuperHit
Singham Returns	2160000000	1400000000	2000000000	160000000	1050000000	SuperHit
Dabangg	2150000000	1400000000	2070000000	70000000	420000000	Blockbuster
Gully Boy	2350000000	1390000000	1640000000	710000000	600000000	SuperHit
Judwaa 2	2270000000	1380000000	1920000000	350000000	650000000	SuperHit
Badhaai Ho	2200000000	1370000000	1760000000	440000000	230000000	Blockbuster
The Kerala Story	1640000000	1350000000	1610000000	30000000	150000000	Blockbuster
Toilet Ek Prem Katha	3160000000	1340000000	1860000000	1300000000	180000000	SuperHit
Rowdy Rathore	1980000000	1330000000	1720000000	260000000	450000000	Blockbuster
M.S. Dhoni: The Untold Story	2150000000	1330000000	1840000000	300000000	1040000000	Hit
Gangubai Kathiawadi	2110000000	1310000000	1550000000	560000000	1800000000	Hit
Stree	1820000000	1290000000	1670000000	150000000	300000000	Blockbuster
Airlift	2280000000	1280000000	1830000000	450000000	300000000	SuperHit
Avatar: The Way of Water	1.738E+11	1270000000	4770000000	1.6902E+11	32000000000	Blockbuster
Rustom	2160000000	1270000000	1770000000	390000000	500000000	SuperHit
Raazi	1950000000	1230000000	1580000000	370000000	370000000	Blockbuster
Ready	1850000000	1200000000	1530000000	310000000	400000000	Blockbuster
Jab Tak Hai Jaan	2350000000	1200000000	1670000000	670000000	500000000	SuperHit
Tubelight	2110000000	1190000000	1650000000	450000000	1000000000	Average
Baahubali	6500000000	1180000000	5160000000	1340000000	1800000000	Blockbuster
Agneepath	1950000000	1180000000	1590000000	360000000	710000000	SuperHit
Badrinath Ki Dulhania	2010000000	1170000000	1620000000	380000000	440000000	SuperHit
Goliyon Ki Rasleela Ram-Leela	2180000000	1170000000	1580000000	590000000	880000000	Hit
Jai Ho	1860000000	1170000000	1500000000	360000000	650000000	Hit
Jolly LLB 2	1970000000	1170000000	1620000000	340000000	300000000	SuperHit
Avengers End Game	1.897E+11	1160000000	4450000000	1.3335E+11	25000000000	All Time Blockbuster
Bala	1620000000	1160000000	1350000000	270000000	350000000	SuperHit
Ra.One	2060000000	1160000000	1560000000	490000000	1300000000	Below Average
Ghajini	1940000000	1140000000	1570000000	360000000	520000000	Blockbuster
Ae Dil Hai Mushkil	2400000000	1130000000	1580000000	820000000	700000000	SuperHit
Holiday	1780000000	1120000000	1530000000	240000000	500000000	SuperHit
Barfi!	1750000000	1120000000	1450000000	300000000	400000000	SuperHit
Housefull 2	1880000000	1120000000	1510000000	360000000	720000000	SuperHit
Housefull 3	1850000000	1100000000	1540000000	310000000	850000000	Hit
Gold	1580000000	1090000000	1410000000	170000000	750000000	Hit
Kisi Ka Bhai Kisi Ki Jaan	1820000000	1090000000	1300000000	520000000	1000000000	Below Average
Sonu Ke Titu Ki Sweety	1560000000	1080000000	1390000000	170000000	400000000	Blockbuster
Bhaag Milkha Bhaag	1680000000	1080000000	1460000000	210000000	300000000	SuperHit
Don 2: The Chase Continues	2100000000	1080000000	1440000000	650000000	760000000	Hit
Golmaal 3	1620000000	1060000000	1430000000	180000000	400000000	Blockbuster
Pushpa: The Rise (Part 1)	3500000000	1060000000	3130000000	360000000	1500000000	SuperHit
ABCD 2	1660000000	1060000000	1460000000	190000000	650000000	SuperHit
Ek Villain	1550000000	1050000000	1420000000	120000000	390000000	SuperHit
Son Of Sardaar	1500000000	1050000000	1410000000	80000000	400000000	SuperHit
Kaabil	1780000000	1040000000	1450000000	320000000	350000000	Hit
De De Pyaar De	1390000000	1040000000	1130000000	260000000	750000000	Hit
83	1930000000	1040000000	1290000000	640000000	2200000000	Disaster
Bol Bachchan	1750000000	1030000000	1440000000	300000000	650000000	Hit
Raid	1540000000	1030000000	1320000000	220000000	350000000	SuperHit
2 States	1730000000	1020000000	1420000000	300000000	500000000	SuperHit
Grand Masti	1450000000	1020000000	1300000000	140000000	350000000	SuperHit
Race 2	1620000000	1010000000	1310000000	300000000	850000000	Hit
Singham	1510000000	1000000000	1300000000	200000000	520000000	SuperHit
Shivaay	1470000000	1000000000	1380000000	80000000	1000000000	Below Average
Batla House	1270000000	990000000	1160000000	110000000	500000000	Hit
Zero	1780000000	960000000	1200000000	570000000	2000000000	Disaster
Welcome Back	1680000000	960000000	1300000000	380000000	900000000	Average
Baaghi 3	1370000000	960000000	1140000000	230000000	1000000000	Below Average
Baby	1420000000	950000000	1290000000	130000000	590000000	Hit
Manikarnika: The Queen of Jhansi	1420000000	940000000	1160000000	250000000	1010000000	Average
Luka Chuppi	1280000000	940000000	1110000000	170000000	200000000	SuperHit
Raajneeti	1450000000	930000000	1260000000	190000000	600000000	SuperHit
Talaash	1750000000	930000000	1210000000	530000000	600000000	Hit
Satyameva Jayate	1210000000	900000000	1160000000	50000000	450000000	Hit
Bholaa	1230000000	900000000	1080000000	150000000	1000000000	Average
Singh Is Bliing	1460000000	900000000	1200000000	260000000	760000000	Average
Zindagi Na Milegi Dobara	1530000000	890000000	1210000000	310000000	550000000	Hit
Badla	1400000000	880000000	1040000000	360000000	200000000	SuperHit
Gabbar is Back	1350000000	870000000	1180000000	170000000	720000000	Hit
Rab Ne Bana Di Jodi	1510000000	850000000	1140000000	360000000	350000000	Blockbuster
Kantara	4070000000	840000000	3630000000	440000000	160000000	All Time Blockbuster
Kalank	1460000000	840000000	990000000	470000000	1500000000	Flop
Pati Patni Aur Woh	1090000000	840000000	990000000	100000000	400000000	Hit
JugJugg Jeeyo	1370000000	840000000	990000000	380000000	1000000000	Above Average
Fan	1820000000	840000000	1130000000	690000000	850000000	Average
My Name Is Khan	2240000000	820000000	1110000000	1120000000	850000000	Hit
Brothers	1400000000	820000000	1140000000	250000000	1050000000	Average
Padman	2050000000	810000000	1050000000	1000000000	200000000	SuperHit
Oh My God	1490000000	810000000	1090000000	400000000	200000000	Blockbuster
Veere Di Wedding	1400000000	810000000	1050000000	350000000	300000000	SuperHit
Sairat	1100000000	800000000	1040000000	60000000	40000000	Blockbuster
Dhoom 2	1470000000	800000000	1090000000	380000000	350000000	Blockbuster
Fukrey Returns	1120000000	800000000	1080000000	40000000	220000000	SuperHit
The Dirty Picture	1160000000	790000000	1070000000	80000000	280000000	SuperHit
Piku	1410000000	790000000	1070000000	340000000	400000000	Hit
Sui Dhaaga - Made In India	1240000000	790000000	1000000000	240000000	400000000	Hit
Vikram Vedha	1350000000	780000000	930000000	420000000	1500000000	Below Average
Gunday	1300000000	780000000	1060000000	240000000	510000000	Hit
Om Shanti Om	1480000000	780000000	1050000000	420000000	380000000	Blockbuster
Baadshaho	1230000000	780000000	1080000000	150000000	850000000	Flop
Aashiqui 2	1090000000	780000000	1050000000	30000000	150000000	Blockbuster
Dil Dhadakne Do	1500000000	760000000	1060000000	430000000	830000000	Below Average
Humpty Sharma Ki Dulhania	1190000000	760000000	1060000000	120000000	330000000	Hit
Gadar: Ek Prem Katha	1320000000	760000000	1270000000	50000000	180000000	All Time Blockbuster
Baaghi	1250000000	760000000	1020000000	230000000	370000000	Hit
Housefull	1190000000	750000000	1020000000	160000000	450000000	SuperHit
Neerja	1200000000	750000000	1010000000	180000000	250000000	SuperHit
Lage Raho Munna Bhai	1240000000	740000000	1000000000	240000000	220000000	Blockbuster
Ram Setu	960000000	740000000	890000000	70000000	1500000000	Below Average
Andhadhun	4380000000	740000000	950000000	3430000000	170000000	SuperHit
Dhadak	1130000000	740000000	950000000	180000000	300000000	Hit
Street Dancer 3D	1020000000	730000000	870000000	150000000	1000000000	Below Average
Kapoor & Sons	1430000000	730000000	980000000	440000000	350000000	Hit
Hum Aapke Hain Koun..!	1280000000	720000000	1170000000	110000000	60000000	All Time Blockbuster
Entertainment	1040000000	720000000	970000000	60000000	800000000	Flop
Krrish	1210000000	710000000	1000000000	200000000	350000000	Blockbuster
Cocktail	1210000000	710000000	960000000	250000000	450000000	Hit
Student Of The Year 2	950000000	700000000	840000000	110000000	750000000	Below Average
Khiladi 786	970000000	700000000	940000000	20000000	350000000	SuperHit
Welcome	1190000000	700000000	940000000	240000000	480000000	SuperHit
Dishoom	1190000000	700000000	940000000	250000000	550000000	Average
Student Of The Year	960000000	700000000	920000000	40000000	590000000	Hit
Raaz 3	990000000	690000000	940000000	40000000	280000000	SuperHit
Hindi Medium	3340000000	690000000	960000000	2370000000	230000000	SuperHit
Bhediya	960000000	680000000	810000000	150000000	600000000	Average
Kedarnath	960000000	680000000	850000000	110000000	500000000	Hit
Dear Zindagi	1360000000	680000000	920000000	430000000	300000000	Hit
Singh Is Kinng	1220000000	670000000	940000000	280000000	500000000	SuperHit
Chak De India	1090000000	670000000	910000000	170000000	200000000	SuperHit
Tamasha	1360000000	670000000	870000000	490000000	870000000	Flop
Drishyam	1100000000	670000000	900000000	190000000	480000000	Hit
Special 26	1030000000	660000000	900000000	120000000	450000000	Hit
Love Aaj Kal	1170000000	660000000	860000000	310000000	500000000	Hit
Article 15	940000000	660000000	790000000	150000000	250000000	SuperHit
R... Rajkumar	1000000000	650000000	880000000	110000000	560000000	Average
Samrat Prithviraj	850000000	650000000	770000000	80000000	2200000000	Disaster
Parmanu The Story Of Pokhran	910000000	650000000	840000000	70000000	450000000	Hit
Pink	1040000000	650000000	880000000	150000000	230000000	Hit
Jab Harry Met Sejal	1110000000	640000000	890000000	210000000	10000000	0
Pyaar Ka Punchnama 2	880000000	640000000	860000000	10000000	220000000	SuperHit
Ajab Prem Ki Ghazab Kahani	1010000000	640000000	830000000	180000000	250000000	SuperHit
Satyagraha	910000000	630000000	860000000	40000000	600000000	Average
Humshakals	1030000000	630000000	850000000	170000000	640000000	Below Average
Secret Superstar	9120000000	630000000	810000000	8310000000	150000000	SuperHit
Taare Zameen Par	980000000	620000000	830000000	150000000	120000000	SuperHit
Shubh Mangal Zyada Saavdhan	830000000	620000000	730000000	100000000	350000000	Average
Rockstar	1080000000	610000000	830000000	250000000	600000000	Average
Laal Singh Chaddha	1330000000	610000000	720000000	610000000	1800000000	Disaster
Once Upon Ay Time In Mumbai Dobaara!	910000000	610000000	820000000	90000000	750000000	Flop
Tees Maar Khan	1000000000	600000000	820000000	170000000	350000000	Hit
Queen	930000000	600000000	820000000	100000000	200000000	SuperHit
Wanted	870000000	600000000	810000000	50000000	500000000	Hit
Race	1030000000	600000000	840000000	180000000	450000000	Hit
Udta Punjab	970000000	600000000	830000000	130000000	470000000	Hit
Half Girlfriend	970000000	600000000	810000000	160000000	580000000	Average
Befikre	990000000	600000000	830000000	150000000	640000000	Below Average
Raanjhanaa	930000000	600000000	810000000	120000000	300000000	Hit
Partner	990000000	600000000	830000000	160000000	280000000	SuperHit
Besharam	950000000	590000000	800000000	140000000	830000000	Flop
Malang	800000000	590000000	700000000	100000000	500000000	Above Average
Shootout at Wadala	830000000	580000000	790000000	40000000	450000000	Above Average
Mere Brother Ki Dulhan	940000000	580000000	780000000	150000000	280000000	Hit
Mohenjo Daro	1070000000	580000000	780000000	290000000	1200000000	Flop
Action Jackson	880000000	570000000	780000000	100000000	800000000	Flop
Mary Kom	910000000	560000000	760000000	150000000	300000000	Hit
Haider	790000000	550000000	750000000	30000000	450000000	Above Average
Jodhaa Akbar	1060000000	550000000	750000000	310000000	450000000	Above Average
Mubarakan	930000000	550000000	760000000	160000000	630000000	Flop
Once Upon a Time in Mumbaai	850000000	550000000	740000000	100000000	360000000	Hit
Jaane Tu... Ya Jaane Na	820000000	550000000	740000000	70000000	150000000	SuperHit
Yamla Pagla Deewana	880000000	550000000	740000000	140000000	280000000	Hit
Kabhi Khushi Kabhie Gham	1190000000	540000000	770000000	420000000	400000000	Blockbuster
Boss	840000000	540000000	730000000	110000000	700000000	Flop
Phantom	840000000	540000000	730000000	110000000	700000000	Flop
Jagga Jasoos	830000000	540000000	750000000	80000000	1250000000	Flop
Dilwale Dulhania Le Jayenge	1020000000	530000000	890000000	130000000	40000000	All Time Blockbuster
Rang De Basanti	960000000	520000000	740000000	220000000	280000000	Hit
Heropanti	750000000	520000000	710000000	40000000	250000000	Hit
Ki & Ka	990000000	520000000	700000000	280000000	300000000	Hit
102 Not Out	1150000000	520000000	670000000	480000000	340000000	Hit
Fanaa	1020000000	510000000	700000000	320000000	300000000	SuperHit
Hate Story 3	750000000	510000000	690000000	50000000	200000000	Hit
Delhi Belly	870000000	510000000	690000000	170000000	230000000	Hit
Kahaani	790000000	510000000	690000000	90000000	150000000	Hit
Golmaal Returns	820000000	510000000	690000000	120000000	350000000	SuperHit
Main Tera Hero	770000000	500000000	680000000	80000000	400000000	Hit
Sachin A Billion Dreams	700000000	500000000	650000000	50000000	390000000	Average
Sachin: A Billion Dreams	700000000	500000000	650000000	50000000	390000000	Average
Bachchhan Paandey	700000000	500000000	590000000	100000000	1650000000	Disaster
Don: The Chase Begins Again	1040000000	500000000	670000000	360000000	350000000	Hit
Badlapur	780000000	500000000	670000000	110000000	200000000	Hit
Kis Kisko Pyaar Karoon	720000000	490000000	670000000	40000000	180000000	Hit
Spider-Man: No Way Home	1.017E+11	490000000	2610000000	56400000000	15000000000	0
Kai Po Che!	740000000	490000000	660000000	70000000	300000000	Hit
Bhool Bhulaiyaa	820000000	490000000	680000000	140000000	320000000	SuperHit
Kites	870000000	490000000	660000000	210000000	650000000	Flop
Raksha Bandhan	680000000	480000000	570000000	110000000	700000000	Below Average
De Dana Dan	810000000	480000000	640000000	170000000	600000000	Average
Marjaavaan	620000000	480000000	550000000	60000000	500000000	Average
Murder 2	670000000	470000000	640000000	30000000	130000000	SuperHit
Himmatwala	650000000	470000000	640000000	10000000	680000000	Flop
Mardaani 2	670000000	470000000	570000000	100000000	300000000	Hit
Heyy Babyy	830000000	470000000	630000000	200000000	300000000	Hit
Kambakkht Ishq	850000000	470000000	630000000	220000000	500000000	Average
Koi... Mil Gaya	800000000	460000000	700000000	90000000	280000000	SuperHit
Kuch Kuch Hota Hai	910000000	460000000	630000000	270000000	140000000	All Time Blockbuster
Ragini MMS 2	620000000	460000000	610000000	0	180000000	Hit
Thank You	720000000	460000000	620000000	90000000	600000000	Flop
Shuddh Desi Romance	750000000	460000000	620000000	120000000	250000000	Hit
Hichki	2360000000	450000000	590000000	1770000000	200000000	Hit
October	670000000	450000000	590000000	80000000	400000000	Hit
Veer	650000000	450000000	610000000	40000000	550000000	Below Average
Ishaqzaade	610000000	450000000	610000000	0	160000000	Hit
Guru	820000000	450000000	610000000	210000000	220000000	Hit
New York	750000000	450000000	580000000	160000000	220000000	SuperHit
Kyaa Super Kool Hai Hum	640000000	440000000	600000000	30000000	190000000	Hit
Kabhi Alvida Naa Kehna	1110000000	440000000	600000000	500000000	450000000	Average
No Entry	730000000	440000000	620000000	100000000	220000000	SuperHit
Roy	560000000	440000000	520000000	30000000	500000000	Flop
K.G.F : Chapter 1	2370000000	440000000	2270000000	100000000	800000000	Blockbuster
ABCD: Any Body Can Dance	610000000	440000000	570000000	30000000	200000000	Hit
Dostana	810000000	440000000	590000000	220000000	400000000	Average
Double Dhamaal	710000000	440000000	590000000	110000000	300000000	Hit
Kaho Naa... Pyaar Hai	780000000	440000000	730000000	50000000	100000000	Blockbuster
Heroine	700000000	430000000	580000000	120000000	350000000	Average
Ek Villain Returns	600000000	430000000	510000000	90000000	720000000	0
Raja Hindustani	760000000	430000000	600000000	150000000	60000000	All Time Blockbuster
Agent Vinod	710000000	430000000	560000000	140000000	550000000	Flop
Shaandaar	730000000	430000000	590000000	130000000	690000000	Flop
I Hate Luv Storys	720000000	420000000	580000000	140000000	240000000	Hit
Romeo Akbar Walter	580000000	420000000	500000000	70000000	350000000	Above Average
Shubh Mangal Saavdhan	640000000	420000000	590000000	40000000	250000000	Hit
Madras Cafe	660000000	420000000	570000000	90000000	340000000	Average
Desi Boyz	800000000	420000000	570000000	220000000	540000000	Flop
Veer-Zaara	950000000	420000000	570000000	380000000	220000000	SuperHit
Jannat 2	620000000	420000000	570000000	50000000	230000000	Hit
Mohabbatein	760000000	410000000	560000000	200000000	190000000	Blockbuster
Devdas	900000000	410000000	560000000	340000000	300000000	Hit
All The Best: Fun Begins	580000000	410000000	530000000	40000000	400000000	Average
Kaminey	700000000	410000000	550000000	140000000	330000000	Above Average
Chashme Baddoor	590000000	410000000	550000000	30000000	220000000	Hit
Pagalpanti	510000000	410000000	470000000	40000000	600000000	Flop
Atithi Tum Kab Jaoge?	570000000	410000000	550000000	10000000	200000000	Hit
Wazir	780000000	410000000	550000000	230000000	350000000	Average
Batti Gul Meter Chalu	580000000	400000000	520000000	60000000	550000000	Flop
Phir Hera Pheri	690000000	400000000	550000000	140000000	180000000	SuperHit
Matru Ki Bijlee Ka Mandola	620000000	400000000	540000000	70000000	430000000	Flop
Anjaana Anjaani	680000000	400000000	540000000	140000000	380000000	Average
Bhagam Bhag	670000000	400000000	540000000	130000000	320000000	Hit
Love Aaj Kal	570000000	400000000	470000000	100000000	600000000	Flop
Yaariyan	540000000	400000000	540000000	0	160000000	Hit
Shamshera	600000000	390000000	470000000	130000000	1500000000	Disaster
Aarakshan	640000000	390000000	530000000	100000000	450000000	Flop
Antim: The Final Truth	580000000	390000000	460000000	110000000	350000000	0
Ek Main Aur Ekk Tu	730000000	390000000	530000000	200000000	320000000	Average
Border	640000000	390000000	620000000	20000000	100000000	All Time Blockbuster
Bhoothnath Returns	580000000	390000000	520000000	50000000	320000000	Average
Tevar	560000000	390000000	520000000	30000000	450000000	Flop
Hum Saath-Saath Hain: We Stand United	800000000	390000000	650000000	150000000	170000000	Blockbuster
Kal Ho Naa Ho	820000000	380000000	520000000	290000000	280000000	Hit
Khatta Meetha	620000000	380000000	520000000	100000000	350000000	Average
Blue	630000000	380000000	520000000	110000000	750000000	Flop
Cirkus	600000000	380000000	450000000	150000000	700000000	Flop
A Flying Jatt	560000000	380000000	520000000	40000000	450000000	Flop
Ta Ra Rum Pum	680000000	380000000	510000000	160000000	280000000	Above Average
Hasee Toh Phasee	630000000	370000000	510000000	110000000	250000000	Average
Main Hoon Na	700000000	370000000	500000000	200000000	250000000	Hit
MOM	650000000	370000000	510000000	130000000	350000000	Average
Namastey London	710000000	370000000	510000000	190000000	210000000	SuperHit
Shaadi Ke Side Effects	690000000	370000000	500000000	190000000	410000000	Flop
Naam Shabana	550000000	360000000	480000000	70000000	250000000	Above Average
Tanu Weds Manu	530000000	360000000	490000000	40000000	200000000	Hit
Bachna Ae Haseeno	620000000	360000000	470000000	150000000	230000000	Hit
Phata Poster Nikla Hero	630000000	360000000	490000000	140000000	400000000	Flop
Thank God	480000000	360000000	420000000	60000000	700000000	Flop
Fukrey	500000000	360000000	480000000	10000000	170000000	Hit
Mastizaade	510000000	360000000	480000000	20000000	300000000	Average
Bunty Aur Babli	620000000	360000000	500000000	120000000	120000000	SuperHit
Tumhari Sulu	500000000	360000000	460000000	40000000	170000000	Hit
Bullett Raja	530000000	360000000	480000000	40000000	510000000	Flop
Ramaiya Vastavaiya	500000000	360000000	480000000	10000000	380000000	Flop
Ghayal Once Again	570000000	350000000	480000000	90000000	500000000	Flop
Force 2	580000000	350000000	480000000	100000000	400000000	Flop
Mardaani	590000000	350000000	480000000	110000000	200000000	Hit
Finding Fanny	630000000	350000000	480000000	150000000	250000000	Average
Runway 34	500000000	350000000	410000000	90000000	600000000	Flop
Vicky Donor	540000000	350000000	470000000	60000000	100000000	Hit
Badmaash Company	500000000	340000000	470000000	30000000	200000000	Above Average
Chhapaak	550000000	340000000	400000000	150000000	500000000	Flop
Dil To Pagal Hai	580000000	340000000	470000000	110000000	90000000	Blockbuster
English Vinglish	830000000	340000000	460000000	370000000	200000000	Hit
Judgementall Hai Kya	490000000	340000000	410000000	80000000	350000000	Average
Hamari Adhuri Kahani	510000000	340000000	460000000	50000000	380000000	Below Average
Lagaan: Once Upon a Time in India	580000000	340000000	460000000	110000000	250000000	Hit
Bareilly Ki Barfi	580000000	340000000	470000000	100000000	200000000	Hit
Sarkar Raj	570000000	340000000	450000000	110000000	250000000	Average
Yamla Pagla Deewana 2	480000000	330000000	450000000	20000000	300000000	Average
Panipat	490000000	330000000	400000000	90000000	800000000	Disaster
Hero	490000000	330000000	450000000	30000000	320000000	Average
Bell Bottom	530000000	330000000	390000000	140000000	1800000000	Flop
Azhar	500000000	330000000	440000000	50000000	380000000	Flop
Kill Dil	580000000	330000000	440000000	130000000	400000000	Flop
Dhamaal	510000000	330000000	450000000	50000000	170000000	Hit
Kahaani 2	550000000	330000000	440000000	110000000	250000000	Average
Ladies vs Ricky Bahl	490000000	320000000	440000000	40000000	200000000	Average
Uunchai	480000000	320000000	380000000	90000000	450000000	Hit
Munna Michael	480000000	320000000	450000000	20000000	410000000	Flop
Ghanchakkar	470000000	320000000	440000000	20000000	290000000	Below Average
Jai Gangaajal	490000000	320000000	440000000	50000000	330000000	Below Average
Rascals	490000000	320000000	440000000	50000000	450000000	Flop
Jolly LLB	460000000	320000000	430000000	20000000	120000000	Hit
NH10	430000000	320000000	430000000	0	150000000	Hit
Soorma	470000000	320000000	410000000	60000000	320000000	Above Average
Commando 3	90000000	320000000	70000000	20000000	400000000	Above Average
Shehzada	470000000	320000000	370000000	100000000	650000000	Flop
Dhoom	480000000	310000000	420000000	60000000	110000000	SuperHit
Karthikeya 2	1170000000	310000000	1020000000	150000000	150000000	Blockbuster
Baar Baar Dekho	620000000	310000000	420000000	200000000	530000000	Flop
Vivah	480000000	310000000	430000000	40000000	80000000	Blockbuster
Patiala House	550000000	310000000	420000000	120000000	300000000	Flop
Bhoot Part One	390000000	310000000	360000000	30000000	500000000	Flop
Jab We Met	480000000	300000000	410000000	70000000	150000000	Hit
Highway	520000000	300000000	410000000	110000000	250000000	Average
Thappad	430000000	300000000	360000000	70000000	220000000	Average
Talvar	470000000	300000000	410000000	60000000	150000000	Hit
Delhi-6	500000000	300000000	390000000	100000000	400000000	Flop
Raaz Reboot	430000000	300000000	400000000	20000000	310000000	Flop
Peepli Live	470000000	300000000	400000000	60000000	120000000	Hit
Paa	460000000	300000000	400000000	60000000	180000000	Hit
Jism 2	420000000	300000000	400000000	10000000	110000000	Hit
Ittefaq	510000000	300000000	380000000	120000000	200000000	Average
Dum Laga Ke Haisha	420000000	300000000	400000000	20000000	120000000	Hit
Jannat	400000000	290000000	400000000	0	100000000	SuperHit
Thor: Love And Thunder	55500000000	290000000	1270000000	30500000000	19000000000	Hit
Golmaal: Fun Unlimited	460000000	290000000	390000000	60000000	110000000	SuperHit
Mausam	520000000	290000000	390000000	120000000	450000000	Flop
Shootout at Lokhandwala	440000000	290000000	390000000	40000000	170000000	Above Average
Tashan	510000000	290000000	390000000	110000000	310000000	Average
Chandni Chowk to China	530000000	290000000	370000000	150000000	650000000	Disaster
Mujhse Shaadi Karogi	550000000	290000000	390000000	160000000	190000000	Hit
Guzaarish	530000000	290000000	390000000	140000000	550000000	Disaster
Action Replayy	480000000	290000000	390000000	80000000	550000000	Flop
Garam Masala	540000000	290000000	390000000	150000000	170000000	Hit
Lootera	460000000	290000000	390000000	70000000	300000000	Flop
Dil Toh Baccha Hai Ji	400000000	280000000	390000000	10000000	270000000	Below Average
Ferrari Ki Sawaari	440000000	280000000	370000000	60000000	150000000	Hit
Happy Bhaag Jayegi	460000000	280000000	400000000	60000000	200000000	Hit
Akira	430000000	280000000	380000000	50000000	300000000	Flop
Pari	390000000	280000000	360000000	20000000	300000000	Above Average
Players	470000000	280000000	380000000	80000000	550000000	Disaster
London Dreams	450000000	280000000	380000000	60000000	450000000	Flop
PM Narendra Modi	350000000	280000000	330000000	10000000	200000000	Above Average
Doctor Strange In The Multiverse Of Madness	54000000000	280000000	1470000000	31000000000	15000000000	Average
Ishqiya	390000000	280000000	380000000	10000000	180000000	Hit
